"Unique ID	Part Number	Description	Type	Hrs Interval	Month	Qty	Spare qty	Price	Unit of Measure	Min	Median	Max",,
"UID-A-000718	622-6521-001	Nav Control	Aircraft Part				1	2595	EACH	2313.43527	4315.848099	4581.993539",,
"UID-A-000719	622-6522-001	ADF Control	Aircraft Part				1	5599	EACH	2832.049058	5616.329912	6679.380376",,
"UID-A-000720	622-6523-205	Transponder Control	Aircraft Part				1	4950	EACH	2957.88106	4841.418362	6931.548208",,
"UID-A-000722	622-8439-004	Radar R/T	Aircraft Part				1	130709.15	EACH	3076.716188	5677.919094	7336.88592",,
"UID-A-000727	622-9614-013	TCAS Control	Aircraft Part				1	  	EACH	2588.68971	4835.409249	6817.137816",,
"UID-A-000728	622-9728-121	VSITRA	Aircraft Part				1	  	EACH	2533.488462	4170.125019	5756.747442",,
"UID-A-000550	330997F10-0250	Eng Flame Hoses	Consumable		60		1	#N/A	#N/A	4264.951196	4461.92294	6328.557292",,
"UID-A-000733	65?0075?9	master caution switch	Consumable				2	2894.37	EACH	3378.148263	4791.383619	4865.531684",,
"UID-A-000735	65960?3	flight spoiler valve	Aircraft Part				1	9625	EACH	3386.138034	4599.496244	6835.212559",,
"UID-A-000736	6800-100-80-10	Batt temp monitor panel	Consumable				1	1200	EACH	3169.099811	4736.795973	6402.20719",,
"UID-A-000744	70?0112?1	flasher unit	Aircraft Part				1	3531	EACH	5067.285666	5863.40954	6558.423624",,
"UID-A-000746	70?0180?3	dimmer control	Aircraft Part				1	6259	EACH	3785.389808	4122.23523	4691.112648",,
"UID-A-000747	7001840-912	rad alt R/T	Aircraft Part				1	12100	EACH	3672.816373	5423.93392	5794.206558",,
"UID-A-000748	7002260-922	servo actuator elev	Aircraft Part				1	19097	EACH	5185.664487	5885.699052	8712.190105",,
"UID-A-000749	7002260-923	servo actuator aileron	Aircraft Part				1	7866.06	EACH	2887.64653	4177.392203	5522.736993",,
"UID-A-000750	7003032-612	servo. Trim	Aircraft Part				1	33335	EACH	2996.252605	4738.72433	6425.764739",,
"UID-A-000755	7003975-901	GC-801 Flt guidance controller	Aircraft Part				1	5500	EACH	5078.684092	5174.971727	6673.793408",,
"UID-A-000759	7010133	Flux Valve	Aircraft Part				2	14010	EACH	2854.010538	5298.509588	5900.531042",,
"UID-A-000553	330997F4-0246	Eng Flame Hoses	Consumable		60		1	#N/A	#N/A	5078.142148	5234.526905	7159.173389",,
"UID-A-000775	750659-3	bleed OT switch	Aircraft Part				1	1785	EACH	3535.778823	4474.206333	5588.462398",,
"UID-A-000776	750665-1	OT switch	Aircraft Part				1	1717.6	EACH	2290.008221	4324.148329	6251.332577",,
"UID-A-000779	754890-2	temp controller	Aircraft Part				1	0.35	EACH	4543.796979	5990.752299	7232.856585",,
"UID-A-000554	330997F4-0331	Eng Flame Hoses	Consumable		60		1	#N/A	#N/A	3494.821442	4661.272636	5054.691031",,
"UID-A-000555	330997F4-0380	Eng Flame Hoses	Consumable		60		1	#N/A	#N/A	4693.053081	4880.574428	5830.160915",,
"UID-A-000785	778686-3	HP Bleed SOV	Aircraft Part				1	19436	EACH	2664.226458	4452.571514	6385.880178",,
"UID-A-000791	778743?1	sensor. Prop sync	Consumable				2	15550	EACH	2965.902077	5446.289589	6017.795635",,
"UID-A-000793	782530?15	PCU	Aircraft Part				1	  	EACH	2529.08486	4649.034781	5153.516695",,
"UID-A-000795	782790-18	ACM	Aircraft Part				1	61246	EACH	3863.125617	5279.122016	7521.348414",,
"UID-A-000798	7G772	hyd low press switch	Consumable				1	2015	EACH	2660.767611	5246.307825	7773.030561",,
"UID-A-000799	7G773	hyd low press switch	Consumable				2	1588.35	EACH	3869.433842	5819.6914	5999.657979",,
"UID-A-000801	7G792?1	hyd press switch	Consumable				1	1917.95	EACH	5339.981731	5427.044266	5998.390378",,
"UID-A-000804	7G980	Fuel low press switch	Consumable				1	2939	EACH	3576.197142	4817.819429	7044.206741",,
"UID-A-000812	804-006	Pilots Audio Control	Aircraft Part				1	11301.84	EACH	4751.862266	5975.811568	7172.414205",,
"UID-A-000813	805-006	Copilots Audio Control	Aircraft Part				1	11301.84	EACH	2686.552491	4678.832614	6269.085951",,
"UID-A-000818	8210-181	PCU pump	Aircraft Part				1	14000	EACH	3804.112027	4112.005573	4951.722052",,
"UID-A-000819	8210-212	Propeller Governor	Aircraft Part				1	38766	EACH	4138.132194	4440.323185	6011.781349",,
"UID-A-000825	822-0884-163	CDU	Aircraft Part				2	11808	EACH	4251.538953	5765.948719	8265.503495",,
"UID-A-000827	822-1084-051	AFD-3010 Display	Aircraft Part				1	20000	EACH	3162.318004	4535.087125	5744.558202",,
"UID-A-000842	822-1293-002	TCAS Processor	Aircraft Part				1	10600	EACH	2618.152095	4007.133523	5413.253854",,
"UID-A-000859	82910016?009	nlg door actuator	Aircraft Part				1	5817.17	EACH	4278.812416	5566.617985	7928.090367",,
"UID-A-000860	82970014?011	mlg door actuator	Aircraft Part				1	9900	EACH	2993.228478	4608.410816	4682.258081",,
"UID-A-000870	849557	stby hyd pump	Aircraft Part				1	2894.37	EACH	3755.840882	5006.823898	7149.240207",,
"UID-A-000872	85230354?101	bag door spring	Consumable				1	28.58	EACH	5472.427743	5928.66408	6975.920898",,
"UID-A-000874	8600?5	Nose wheel steering mainfold	Aircraft Part				1	50172	EACH	2753.495683	5228.896859	5489.323101",,
"UID-A-000877	8700-5	NWS ECU	Aircraft Part				1	  	EACH	5704.982744	5749.899939	7372.522622",,
"UID-A-000878	8900?121	NWS actuator	Aircraft Part				1	95370	EACH	3202.596754	4263.576283	4714.46794",,
"UID-A-000880	8976?11	NWS LVDT	Aircraft Part				1	20340	EACH	3180.019861	4367.18517	4571.90061",,
"UID-A-000893	90-380002-3	Switch (Bleed Air Warn)	Consumable				1	207.93	EACH	4674.098808	5513.35688	5774.843233",,
"UID-A-000897	9?231?23	WF transmitter	Aircraft Part				1	8904.4	EACH	4378.770757	4531.393337	5561.452764",,
"UID-A-000898	965-0476-088	ground prox computer	Aircraft Part				1	23956	EACH	2680.956619	4035.138935	4484.887753",,
"UID-A-000901	97-560011-13	Tube Assy	Consumable				1	235	EACH	3341.005496	4682.737825	6253.42736",,
"UID-A-000904	980-6116-004	Mic Monitor	Consumable				1	5846.11	EACH	3673.3722	5399.068775	6520.540798",,
"UID-A-000907	99?223?6H1?8679	spoiler push-off switch	Consumable				2	100	EACH	2873.976031	5350.498967	7504.894887",,
"UID-A-000917	AA4N103	Contactor	Consumable				2	13.8	EACH	3327.24822	4768.570937	6079.170513",,
"UID-A-000935	AJA4N176	Contactor	Consumable				1	1700	EACH	4356.751504	4676.528615	4840.86493",,
"UID-A-000944	AN316-4	Nut-Rod End	Consumable				2	0.35	EACH	3496.023895	4535.519309	4855.019648",,
"UID-A-000560	352TS	Cabin Fire Ext Hydro	Consumable		144		1	#N/A	#N/A	3529.873001	5554.870099	7388.567697",,
"UID-A-001027	AV16B2003D1	hyd SOV	Aircraft Part				1	6949.5	EACH	2882.09237	4711.707916	6327.520617",,
"UID-A-001029	AV24B1343D	fuel valve ext range	Aircraft Part				1	38379	EACH	3163.926778	5450.161021	7957.869483",,
"UID-A-001034	B543DD	Bearing- Actuator	Consumable				1	101.71	EACH	4059.081834	4834.361316	5351.172142",,
"UID-A-001035	BBDREF001168894	AS door gas strut	Aircraft Part				1	  	EACH	4989.657623	5167.126096	6387.240379",,
"UID-A-001037	BBDREF001184761	Paralleling control box	Aircraft Part				1	2843.75	EACH	4448.67081	5841.142222	7654.642758",,
"UID-A-001038	BBDREF001927099	fire detector	Aircraft Part				1	  	EACH	2842.081366	5539.838432	8281.623724",,
"UID-A-001041	BBDREF001942298	Fire Detector Element	Consumable				1	  	EACH	4443.260199	4721.127795	5988.968923",,
"UID-A-001042	BBDREF001942337	press transmitter	Aircraft Part				1	  	EACH	3887.533083	4677.363761	6110.290938",,
"UID-A-001043	BBDREF001942340	oil press transmitter	Aircraft Part				1	  	EACH	3012.137388	5032.273392	5622.708919",,
"UID-A-001044	BBDREF001942363	auto fx switch	Consumable				1	  	EACH	3411.570085	4655.773044	5787.824849",,
"UID-A-001045	BC56984	""Bearing","Otbd Fwd Flap""	Consumable				2	139.39	EACH	4417.19453	5666.455412	8312.41353",
"UID-A-001046	BC56985	""Bearing","Otbd Aft Flap""	Consumable				2	121.16	EACH	2459.753446	4864.493914	6083.119082",
"UID-A-001057	BW9021BBC2037	switch yoke	Consumable				1	21.35	EACH	5536.933131	5579.68067	6025.827946",,
"UID-A-001058	BW9021BBC2038	TCS switch	Consumable				1	49	EACH	4167.016688	5091.445502	6971.713231",,
"UID-A-001060	C100101	Rod End-Ball and Socket	Consumable				2	90.05	EACH	4344.971688	5904.648915	6973.392637",,
"UID-A-001063	C75802	stick shaker	Aircraft Part				1	  	EACH	5355.158669	5382.58165	7794.737188",,
"UID-A-001064	C80907?2	Lift transducer	Aircraft Part				1	14351	EACH	3364.391602	4449.826533	5029.752557",,
"UID-A-001093	DB204	INPH Amp	Aircraft Part				1	850	EACH	5040.146243	5896.021516	7053.413717",,
"UID-A-001111	DT-2R-A7	Switch- Flap Limit	Consumable				1	195	EACH	5451.139224	5635.887805	6205.389822",,
"UID-A-001333	MS28741-4-0226	Brake Hose	Consumable		60		1	38.5	EACH	4150.809213	5542.365945	7157.002593",,
"UID-A-001148	H321ALM1	Standby Attitude Directional Indicator (ADI)	Aircraft Part				1	32010	EACH	4841.084487	5148.91362	6789.895706",,
"UID-A-001150	HCA1N022	Contactor	Consumable				1	1445.98	EACH	3200.333734	5503.750838	8140.510095",,
"UID-A-001151	HC-B3TN-3G	Propeller	Aircraft Part				0	43500	EACH	3260.992583	5277.066141	7311.626887",,
"UID-A-001152	HC-B4MP-3C	Propeller	Aircraft Part				0	59750	EACH	5604.864433	5931.902176	8852.422328",,
"UID-A-001156	HYLZ500336-11	Control-Cabin Temp	Aircraft Part				1	 $-   	EACH	3636.52246	4100.45025	4634.835276",,
"UID-A-001187	M2SL0600305?83	thermostat sensor	Consumable				2	178.45	EACH	3526.656524	4829.922866	4887.860328",,
"UID-A-001212	MC0C28926-651	Step Assy Folding With Light	Consumable				1	7925.14	EACH	3093.0034	5561.956835	7869.838576",,
"UID-A-001213	MCOC28926-635	Step Assy Fixed with Light	Consumable				1	  	EACH	2513.126864	4746.654976	7038.43646",,
"UID-A-001328	MS28034-1	Oil Temp- Bulb	Consumable				1	195	EACH	3952.097981	4382.778591	6348.102507",,
"UID-A-001329	MS28034-3	temp bulb	Consumable				2	92.57	EACH	3925.619331	4526.799171	6196.107945",,
"UID-A-001332	MS28741-4-0152	Brake Hose	Consumable				1	33.54	EACH	3290.991256	4737.267211	5624.662253",,
"UID-A-001403	MS9574-04	Bolt (fuel nozzle)	Consumable				4	1.67	EACH	3660.965809	5959.740051	7221.140479",,
"UID-A-001435	NAS354-4-150	Rod-Threaded Ends	Consumable				1	95	EACH	3675.023321	4920.516208	6145.720055",,
"UID-A-001447	NAS43HT4-10	Spacer	Consumable				1	0.49	EACH	4768.139642	5437.645069	7316.152536",,
"UID-A-001448	NAS561P4-13	Pin-Spring ( Roll Pin)	Consumable				2	1.5	EACH	2724.386398	4441.736703	4664.101263",,
"UID-A-001454	NP157901?13	LH front windshield	Aircraft Part				1	26500	EACH	4256.606661	4778.020919	5072.367938",,
"UID-A-001455	NP157901?14	RH front windshield	Aircraft Part				1	24500	EACH	4569.457314	5559.160007	6935.932296",,
"UID-A-001456	NP157902?15	Lh side windshield	Aircraft Part				1	  	EACH	3453.75006	4262.385034	6286.105096",,
"UID-A-001457	NP157902?16	RH side windshield	Aircraft Part				1	  	EACH	3879.151734	4611.872546	5985.79581",,
"UID-A-001463	P2-110311	AP Disengage Switch	Aircraft Part				1	118.25	EACH	5466.957783	5933.940614	8443.407833",,
"UID-A-001465	P4?300017	switch yoke	Consumable				1	946	EACH	3045.918309	5760.434837	8277.344468",,
"UID-A-001472	PC17A	Inverter Static	Aircraft Part				1	8079.5	EACH	3179.208492	4572.847729	5559.54869",,
"UID-A-001483	PT0109A	pressure transmitter	Consumable				1	  	EACH	4153.944646	4786.075546	6536.623425",,
"UID-A-001521	RR53160C	fuel boost pump	Aircraft Part				1	3250	EACH	3065.181337	4061.084517	4063.374301",,
"UID-A-001535	S65-5366-119L	DME Antenna	Consumable				1	295	EACH	3535.239995	4950.964317	5146.433388",,
"UID-A-001546	SETL0C420F	cabin press indicator	Aircraft Part				1	13380	EACH	4485.869577	5147.488333	5203.819079",,
"UID-A-001549	SLZ9464A1	vert speed ind	Aircraft Part				1	5028.5	EACH	4893.431648	5141.61678	5925.731623",,
"UID-A-001618	XW24894?1	LH wiper motor	Aircraft Part				1	6785	EACH	4046.416319	4834.584522	6435.735803",,
"UID-A-001619	XW24894?2	RH wiper motor	Aircraft Part				1	60.75	EACH	3855.943644	4921.87098	5294.477058",,
"UID-A-001620	YCRS16CP quoted CYR-1-S-CP	""Bearing"," Inbd Flap""	Consumable				4	88.73	EACH	3770.159273	4896.267872	4972.684435",
"UID-A-000208	101-8002-57	""Wheel and Tire Assy"," Main""	Aircraft Part				2	9760.45	EACH	3627.695089	5362.52314	5805.448301",
"UID-A-000271	114-388025-1	""Wheel and Tire Assy"," Main""	Aircraft Part				2	10854.32	EACH	3789.0739	5398.485757	7144.911748",
"UID-A-000101	101-380001-29	Boot-LH Wing Inbd Deice	Consumable				1	2256.8	EACH	2968.376363	5321.84618	5917.388328",,
"UID-A-000102	101-380001-30	Boot-RH Wing Inbd Deice	Consumable				1	2665	EACH	3077.469079	4549.71156	5070.493968",,
"UID-A-000233	103648-13	Valve (safety)	Aircraft Part				1	12500	EACH	3303.070029	5069.50725	7505.908377",,
"UID-A-000234	103648-15	Valve (outflow )	Aircraft Part				1	4983.3	EACH	3032.274959	4474.300234	4771.334789",,
"UID-A-000003	000-110134-3	Door Assy- Ext Pwr	Aircraft Part			4	1	4440.74	EACH	7786.320104	8959.437185	10017.25668",,
"UID-A-000004	002-920013-3	Fuel Cell Assy-LH/ LE  Outbd	Aircraft Part			1	1	2791.1	EACH	6582.555528	8479.479106	8987.878676",,
"UID-A-000005	002-920013-4	Fuel Cell Assy-RH/ LE  Outbd	Aircraft Part			4	1	2791.1	EACH	5800.212203	9705.254076	10507.51883",,
"UID-A-000033	100-110010-15	Door-LH Lower Otbd DeIcer Access	Consumable			2	1	225	EACH	7136.097565	11771.3723	16839.05346",,
"UID-A-000034	100-110010-16	Door-RH lower Outb Deicer Access	Consumable			4	1	225	EACH	9423.370854	9950.171425	11952.13657",,
"UID-A-000042	100-381001-10	""Cell Assy-Fuel","RH  Mid Wing""	Aircraft Part			1	1	4746.09	EACH	7873.945478	8523.142866	10740.59865",
"UID-A-000043	100-381001-9	""Cell Assy-Fuel","LH  Mid Wing""	Aircraft Part			1	1	4746.09	EACH	5306.114937	10474.08685	15530.70353",
"UID-A-000044	100-381005-15	Fuel Cap	Consumable			2	1	326.8	EACH	7335.149449	8893.741616	8986.719551",,
"UID-A-000045	100-381006-1	Switch MLG (up & dn lock)	Consumable			2	1	301.69	EACH	8453.307093	9449.898391	11064.48636",,
"UID-A-000046	100-384074-1	""Relay"," Main Pow Dist Pan""	Consumable			4	1	677.66	EACH	8387.021202	8850.249952	11900.02842",
"UID-A-000051	100-430060-23	Damper Assy-A/S Door	Aircraft Part			2	1	6732	EACH	10544.50308	10559.06084	14336.26162",,
"UID-A-000053	100-524073-1	Motor and Gear Box Assy-Flap Drive	Aircraft Part			2	2	3077.36	EACH	4958.29518	9331.571516	10423.30744",,
"UID-A-000054	100-524196-1	Brake Assy-Engine Control	Consumable			2	1	693.78	EACH	5512.190826	9906.248081	11803.97868",,
"UID-A-000060	100942K0124-50	Spring	Consumable			1	1	39.28	EACH	6582.442189	9636.084707	11806.9502",,
"UID-A-000062	100951X040ZL	Washer	Consumable			1	1	0.35	EACH	7551.223494	9670.263328	10008.09951",,
"UID-A-000063	100951X063YN	Washer	Consumable			2	1	0.2	EACH	5818.105964	9276.6315	13648.25839",,
"UID-A-000065	100-9750N	Portable Fire Ext	Aircraft Part			2	1	1595	EACH	9572.351742	10341.29101	14375.6661",,
"UID-A-000081	101-120108-75	Door-Fuel Probe	Consumable				1	275	EACH	6022.031963	9607.258604	13841.43387",,
"UID-A-000086	101-364580-1	""Module Assy-Annun"," L and R Falult Detect""	Aircraft Part				1	1892	EACH	7934.897267	10281.91704	13259.80682",
"UID-A-000087	101-364582-15	Module Assy-Grnd Idle Stop TD	Aircraft Part				1	4339.2	EACH	7942.422186	9834.887988	13470.60886",,
"UID-A-000091	101-364715-1	""Module Assy"," Bus Tie Control""	Aircraft Part				1	8348.44	EACH	9562.052491	9958.31254	11445.20603",
"UID-A-000092	101-364782-1	Curuit Card Assy- Prop Pitch	Aircraft Part				1	1033.95	EACH	4658.922737	8225.479524	10619.84776",,
"UID-A-000093	101-364798-639	Emergency Exit Sign (battery pack)	Aircraft Part				1	7365.45	EACH	4358.808069	8262.074389	11317.2659",,
"UID-A-000095	101-380000-1	""Shaft Assy-Inbd Actuator Drive","LH""	Aircraft Part				1	2116.49	EACH	9323.18282	11496.22371	12961.71682",
"UID-A-000096	101-380000-2	""Shaft Assy-Inbd Actuator Drive","RH""	Aircraft Part				1	926.6	EACH	10016.81668	11048.70503	14899.04983",
"UID-A-000097	101-380000-5	Shaft Assy-Outbd Actuator Drive LH	Aircraft Part				1	2854.38	EACH	8580.395678	10456.61563	15437.91092",,
"UID-A-000098	101-380000-6	Shaft Assy-Outbd Actuator Drive RH	Aircraft Part				1	2179.77	EACH	7610.923571	9077.635752	13558.82408",,
"UID-A-000107	101-380018-7	""Valve-Solenoid Preset"," Cabin Press""	Consumable				2	1825.11	EACH	7752.666974	8893.356546	10462.33774",
"UID-A-000108	101-380019-1	Valve - Pressure  By-Pass	Aircraft Part				1	1632.85	EACH	7232.371368	10269.1768	12847.94506",,
"UID-A-000109	101-380021-7	""Valve-Solenoid","Safety""	Consumable				1	2135	EACH	9497.446998	11093.43006	12066.73864",
"UID-A-000110	101-380025-15	Thermistor	Consumable				1	2266.1	EACH	10158.24942	11286.33442	14656.63783",,
"UID-A-000111	101-380025-21	Flow Pack	Aircraft Part				1	14912.52	EACH	11380.56887	11748.9755	15541.01682",,
"UID-A-000112	101-380027-3	Valve Assy- Regulator and Relief	Aircraft Part				1	7864.5	EACH	7164.192296	9850.22418	12829.94884",,
"UID-A-000113	101-380029-1	Altimeter	Aircraft Part				1	2135.7	EACH	10852.46313	11550.59226	11977.76144",,
"UID-A-000114	101-380030-7	Indicator-Turrn and Slip	Aircraft Part				1	7507.11	EACH	9577.903417	10933.98074	14484.43936",,
"UID-A-000115	101-380033-1	Indicator- Vertical Speed	Aircraft Part				1	3175.3	EACH	5060.768497	8980.782313	10265.48201",,
"UID-A-000120	101-380055-3	Cable Assy Seat	Consumable				1	225	EACH	9861.512647	10422.93599	14163.19957",,
"UID-A-000122	101-381001-7	""Fuel Cell Assy- Center"," LH""	Aircraft Part				1	3209.2	EACH	8141.173343	8423.326485	10983.7853",
"UID-A-000123	101-381001-8	Fuel Cell Assy-Center RH	Aircraft Part				1	3209.2	EACH	6428.331273	10370.77421	12321.48833",,
"UID-A-000124	101-381002-11	Fuel Cell Assy-LH/ LE  Inbd	Aircraft Part				1	2644.2	EACH	11344.2792	11563.63168	11631.44565",,
"UID-A-000125	101-381002-12	Fuel Cell Assy- RH/LE  Inbd	Aircraft Part				1	2644.2	EACH	11092.95115	11813.39473	12671.68011",,
"UID-A-000129	101-384024-5	Coil Assy-Aft Evaporator	Consumable				1	2525	EACH	7690.903457	9349.603613	9971.337165",,
"UID-A-000130	101-384025-23	Windshield Assy LH	Consumable				1	5750.84	EACH	6040.009479	9627.039142	11208.09664",,
"UID-A-000131	101-384025-24	Windshield Assy RH	Consumable				1	5750.84	EACH	6384.205404	8686.333993	9967.92692",,
"UID-A-000132	101-384028-19 or 101-384028-11	Switch (Cabin Altitude)	Consumable				1	2477	EACH	9363.638731	9834.746119	11734.39184",,
"UID-A-000134	101-384032-7	Valve (O2 cabin shut off)	Consumable				1	832.57	EACH	8579.850615	9514.550744	12759.17165",,
"UID-A-000137	101-384081-3	Switch - Condensor BLWR	Consumable				1	875	EACH	6778.94862	8104.109945	8721.302367",,
"UID-A-000138	101-384092-1	Clock	Aircraft Part				1	1344.7	EACH	7911.309317	8407.419948	11106.31514",,
"UID-A-000140	101-384153-3	Indicator-Fuel Flow	Aircraft Part				1	1123.27	EACH	6491.911278	11726.96419	17429.29123",,
"UID-A-000141	101-384156-1	""Indicator"," Prop Sync""	Aircraft Part				1	3409.59	EACH	5987.034083	9008.062029	9461.678895",
"UID-A-000142	101-384159-7	Indicator-Turbine Tach	Aircraft Part				1	1680.31	EACH	9150.379695	9324.142423	12684.03922",,
"UID-A-000143	101-384165-1	Motor- Windshield Wiper	Aircraft Part				1	10505.61	EACH	5171.539311	8343.973883	9816.067975",,
"UID-A-000147	101-384222-5	Indicator-Prop Amps	Aircraft Part				1	1374.76	EACH	8987.36787	11222.79487	12222.94976",,
"UID-A-000148	101-384233-3 or 101-384233-1	""Indicator-DC Volt","Bat Amp""	Aircraft Part				1	2909	EACH	10698.05266	11067.40938	11533.5846",
"UID-A-000159	101-389011-27	""Valve"," Check""	Consumable				1	289.66	EACH	10644.74217	11955.97646	13720.73777",
"UID-A-000160	101-389011-31	""Valve"," Check""	Consumable				1	338.4	EACH	7950.910397	10579.51858	14690.24285",
"UID-A-000161	101-389011-33	""Valve"," Check""	Consumable				1	449.91	EACH	5581.553085	10019.88318	11000.37915",
"UID-A-000162	101-389011-57	""Valve"," Check""	Consumable				1	439.65	EACH	5104.789178	9611.612984	14261.08377",
"UID-A-000165	101-389027-5	""Cable Assy-Prop","LH and RH""	Consumable				1	1175	EACH	8013.845165	10958.89392	13619.31677",
"UID-A-000167	101-389034-7	Switch Float	Consumable				1	679.83	EACH	8800.462481	11888.18061	17613.7543",,
"UID-A-000168	101-389035-11	Cable Assy-Power Control RH	Consumable				1	1025	EACH	7300.633883	10609.13321	11349.8726",,
"UID-A-000169	101-389035-9	Cable  Assy- Power Control LH	Consumable				1	1075	EACH	9699.335397	11694.24653	15583.2131",,
"UID-A-000170	101-389037-13	""Cable Assy-Condition","LH""	Consumable				1	1145	EACH	6812.63767	10463.00554	11363.80482",
"UID-A-000171	101-389037-15	""Cable Assy-condition","RH""	Consumable				1	1245	EACH	7685.084595	11498.53851	12468.78924",
"UID-A-000175	101-410001-43	Gasket	Consumable				1	24.51	EACH	9341.182573	11873.59616	13808.83513",,
"UID-A-000176	101-410064-25	Gasket	Consumable				1	230.62	EACH	7422.606606	8594.568333	12229.32052",,
"UID-A-000177	101-420080-5	Window-LH ( Storm Window)	Consumable				1	4719.14	EACH	8303.044935	10669.80694	12306.1987",,
"UID-A-000178	101-420080-6	Window-RH	Consumable				1	3666	EACH	9410.538948	10378.57834	10992.81152",,
"UID-A-000179	101-420081-10	Window-Aft RH	Consumable				1	4423.93	EACH	8276.543637	8921.793427	12178.87156",,
"UID-A-000180	101-420081-9	Window-Aft LH	Consumable				1	4423.93	EACH	5309.306738	9689.270319	13708.51578",,
"UID-A-000182	101-420126-1	Seal-Window	Consumable				1	99.68	EACH	5894.90084	10469.23926	10855.92894",,
"UID-A-000185	101-440039-13	Lens Tail cone	Consumable				1	791.4	EACH	6232.733092	11460.45283	12253.14372",,
"UID-A-000186	101-5041-3	Windshield Install Kit  (Does not include chemicals)	Consumable				2	1398.8	EACH	9658.302166	10370.22696	10758.55573",,
"UID-A-000190	101-521054-607	""Switch Assy"," Split Flap""	Consumable				1	186.54	EACH	6852.353229	8724.925586	12566.20888",
"UID-A-000191	101-531228-1	Sun Visor Assy-LH	Consumable				1	1215	EACH	5131.880874	8388.672016	10132.15179",,
"UID-A-000192	101-531228-2	Sun Visor Assy-RH	Consumable				1	1016.2	EACH	7213.029932	8156.661783	9095.321203",,
"UID-A-000193	101-531352-1	Cable- Crew Seat	Consumable				1	245	EACH	8404.732295	8534.432698	9789.141444",,
"UID-A-000194	101-531353-1	Cable Assy Seat	Consumable				1	195	EACH	5865.488724	11055.90914	12660.98387",,
"UID-A-000196	101-550087-23	Valve Assy- By Pass Valve  LH	Aircraft Part				1	8963.57	EACH	7700.526126	9269.270196	12304.66683",,
"UID-A-000197	101-550087-25	Valve Assy-By Pass Valve RH	Aircraft Part				1	9100.35	EACH	5648.995558	9976.677059	13721.90707",,
"UID-A-000201	10169N02R00	prop rpm ind	Aircraft Part				1	41000	EACH	7732.278661	11084.64783	11675.49252",,
"UID-A-000202	10171N03F02	WF indicator	Aircraft Part				1	3350	EACH	6296.481486	10026.49445	10529.87517",,
"UID-A-000204	10174N07W04	TQ indicaotr	Aircraft Part				1	53844.2	EACH	7140.543658	10764.77539	12434.81903",,
"UID-A-000205	10176N02R00	NL indicator	Aircraft Part				1	  	EACH	10995.60116	11048.61123	11431.71899",,
"UID-A-000206	10177N01R00	NH indicator	Aircraft Part				1	17750	EACH	7161.73859	10904.35337	14756.88386",,
"UID-A-000211	101-810160-17	Static Discharger M/L/G	Consumable				2	80.54	EACH	9915.755432	10202.10311	14137.48395",,
"UID-A-000213	101-810205-1	""Link Assy"," Door Actuator""	Consumable				1	420.6	EACH	7460.775557	9427.102932	10261.62479",
"UID-A-000216	101-910114-7	""Link Assy"," Fwd Vane""	Consumable				1	495	EACH	9982.955329	10833.88831	11917.64537",
"UID-A-000217	101-910127-29	Reinforcement -LH	Consumable				1	1650	EACH	7477.088412	9197.663605	11852.59928",,
"UID-A-000218	101-910127-30	Reinforcement -RH	Consumable				1	1800	EACH	10772.96737	11820.28035	16641.70987",,
"UID-A-000220	101-920090-1	Fuel Cell-LH Nacelle	Aircraft Part				1	10845.85	EACH	4937.811652	8490.194988	11165.50962",,
"UID-A-000221	101-920090-2	Fuel Cell-RH Nacelle	Aircraft Part				1	4463.5	EACH	7441.541717	8775.929113	9746.501875",,
"UID-A-000223	101-980022-37	Pan-Drain Valve	Consumable				1	250	EACH	5414.887139	9968.810764	14201.25078",,
"UID-A-000224	101-980030-11	Angle-LH and RH Outbd	Consumable				1	28.87	EACH	10321.78188	11563.46653	15921.34819",,
"UID-A-000225	101-980030-12	Angle-LH and RH Inbd	Consumable				1	37.09	EACH	9468.814412	11606.07992	12206.53888",,
"UID-A-000230	103-00034	SAT probe	Consumable				1	372.29	EACH	5429.272865	8710.645799	12862.70068",,
"UID-A-000232	103068-14	fwd outflow valve	Aircraft Part				1	7785.7	EACH	7386.586153	11338.15682	13141.77944",,
"UID-A-000240	105739X-YL3025	Bushing	Consumable				1	76.71	EACH	6777.590047	9022.44476	13184.22818",,
"UID-A-000241	105739X-YN1280	Bushing	Consumable				1	78.77	EACH	6459.992009	8614.952484	9811.683168",,
"UID-A-000242	105739X-YR0520	Bushing	Consumable				1	83.38	EACH	11093.02601	11686.73045	16705.9928",,
"UID-A-000243	105740X-ZU0260	""Bushing"," MLG Door""	Consumable				1	52.2	EACH	10563.49673	10683.05631	11946.41459",
"UID-A-000244	10585F	""Heater"," Fuel to Oil""	Aircraft Part				1	12317	EACH	7753.737801	9967.747733	11168.5197",
"UID-A-000247	109-361030-1	""Relay"," Bus Gen Tie""	Consumable				1	1197.47	EACH	8254.842927	10061.06449	13313.62101",
"UID-A-000248	109-361030-3	""Relay"," Power Assy""	Consumable				1	1144.2	EACH	5328.04117	9777.568126	11544.52837",
"UID-A-000249	109-384001-1	Indicator-DC Loadmeter	Aircraft Part				1	1057.52	EACH	6959.738456	9279.991398	13833.33141",,
"UID-A-000250	109-389002-9	Valve Assy- Firewall Fuel	Aircraft Part				1	4491.75	EACH	4807.319417	8086.003856	11554.90757",,
